Project Type,Severity of Problem,Warrantable/Non Warrantable,Type of ORC,Failure Date,Problem Definition (Step-1),Observations (Step-2),System,Sub System,Under Analysis (Step-3),Solution Identification & Release (Step-4),Solution Validation & ORC Closure (Step-5),Solution Implementation (Step-6),Conclusion and Tracking (Step 7),ORC Current Status,Date of ORC Creation,Date to reach at Step 2,Date to reach at Step 3,Date to reach at Step 4,Date to reach at Step 5,Date to reach at Step 6,Date to reach at Step 7,Time to Solution Release (days),Time to Close the ORC (days),Remarks
Regular,5,Warrantable,Track,20-Jan-2021 14:53,Gap Observed Between Hood & head Lamp Bezzel after RC test,Gap Observed Between Hood & head Lamp Bezzel after RC test - Pict Attached,Frontal-System,HOOD ASSEMBLY-FD0401,Issue observed only on this one tractors due to assembly variation.,,As per COE remarks Orc has been Closed,,,Step 7,25-Jan-2021 14:55,25-Jan-2021 14:55,28-Jan-2021 18:23,29-Jan-2021 15:36,04-Feb-2021 10:03,,04-Feb-2021 14:33,10,10,As per COE remarks Orc has been Closed
Regular,7,Non Warrantable,Track,11-Jan-2021 17:39,Observed Cluster Temperature Needle Flickering During Drawbar Testing (Video Attached),Observed Cluster Temperature Needle Flickering During Drawbar Testing (Video Attached),Electrical,CLUSTER ASSY,"Temperature gauge flickering was observed in one tractor out of 10 Gen-1 built tractors. Based on simulation tests and test lab verification, unable to repeat the flickering issue in other clusters. Hence, please close the ORC which may be a part issue by keeping wrong orientation of cluster for long duration in storage.",,As Per COE remarks - Orc has been Closed - Revalidation part to be Provided with Isolator Design to Avoid Flickering issue,,,Step 7,12-Jan-2021 17:41,12-Jan-2021 17:41,19-Jan-2021 15:36,12-Feb-2021 20:13,29-Mar-2021 20:40,,31-Mar-2021 14:59,76,78,As Per COE remarks - Orc has been Closed - Revalidation part to be Provided with Isolator Design to Avoid Flickering issue
Regular,5,Warrantable,Field,05-10-2020 12:00:00 AM,Y-NXT 28 HP TRACTOR ERPM NEEDLE FLICKERING OBSERVED IN CLUSTER.,refer attached video,Electrical,,"Repeated ORC, refer ORC-YUD1-20-000389/001-G2",,"Repeated ORC, refer ORC-YUD1-20-000389/001-G2. ORC closed",,,Step 7,07-Oct-2020 19:55,08-Oct-2020 01:38,08-Oct-2020 23:02,21-Oct-2020 20:43,30-Oct-2020 18:36,,01-Nov-2020 13:54,23,25,"Repeated ORC, refer ORC-YUD1-20-000389/001-G2. ORC closed"
Regular,6,,Field,05-10-2020 12:00:00 AM,Y-NXT 28 HP 4WD TRACTOR OBSERVED MORE VIBRATION ON FENDER.,Repeat ORC. Original ORC-YUD1-20-000232. ORC Obsolete,Rear-System,,,,-,,,Obsolete,24-Oct-2020 16:27,25-Oct-2020 13:31,26-Oct-2020 23:56,,,,,,,Repeat ORC. Original ORC-YUD1-20-000232. ORC Obsolete
Regular,6,Non Warrantable,Build,16-04-2021 12:00:00 AM,"IN YUV NXT EXPORT TRACTOR BUILD, UNABLE TO FIT RETURN LINE PIPE (FORCEFULLY ASSEMBLED)",NA,Hydraulic,HYDRAULIC LINES-FD0310,FITTEMENT TO BE DONE AS PER IM MANUAL,,As per COE comments Correction done in Manual. Hence we are closing this ORC,,,Step 7,17-May-2021 23:44,18-May-2021 02:14,19-May-2021 12:49,28-May-2021 09:57,31-May-2021 11:53,,17-Jun-2021 09:00,14,31,As per COE comments Correction done in Manual. Hence we are closing this ORC
Regular,5,Warrantable,Build,1-Oct-2020 12:26,Unable to connect one connector in cluster due to male connector not available in rear wiring hardness,Unable to connect one connector in cluster due to male connector not available in rear wiring hardness,Electrical,ELECTRICAL AGGREGATE,"Cluster has additional warning inputs for future use, Additional connector has to be kept open. No issue.",,"As per COE & VA  Cluster has additional warning inputs for future use, Additional connector has to be kept open. No issue. hence we are closing the ORC.",,,Step 7,19-Oct-2020 12:26,19-Oct-2020 12:26,19-Oct-2020 18:55,20-Oct-2020 11:41,30-Oct-2020 20:15,,03-Nov-2020 15:35,11,15,"As per COE & VA  Cluster has additional warning inputs for future use, Additional connector has to be kept open. No issue. hence we are closing the ORC."
Regular,6,Non Warrantable,Tear-Down,19-Oct-2020 14:33,"In YNXT 28 hp tractor clutch stall test, after 8000 cycles clutch plate failed and damper plate melting also observed.","In YNXT 28 hp tractor clutch stall test 1st sample, after 8000 cycles clutch plate failed and damper plate melting also observed.",Transmission,,This test is to see in how many cycles the clutch can take abuse cases.  8000 cycles is in line with earlier tested 24HP cycles which is 7500.,field performance will be studied based on this life cycles.,As per COE & VA feedback we are closing the ORC,,,Step 7,20-Oct-2020 14:36,20-Oct-2020 14:36,20-Oct-2020 14:43,22-Oct-2020 18:22,23-Oct-2020 18:15,,11-Nov-2020 18:39,3,22,As per COE & VA feedback we are closing the ORC
Regular,3,Non Warrantable,Build,3-Mar-2021 11:3,Difficult to assemble accelerator sensor in mounting bracket. ( Less access to apply torque for inner bolt),Difficult to assemble accelerator sensor in mounting bracket. ( Less access to apply torque for inner bolt),Linkage-System,STEERING-FD060207,"Two proposals. 
1. As per design, Weld nut is provided in the sensor bracket. But in actual part there is no weld nut. If weld nut is there then assy. wil be easier. Pls get the actual part and validate. If no issue close the ORC. 
2. Sensor mounting bracket to be moved to post painting stage. (Sub assy. of sensor and bracket to be done). DMU to confirm the same before proceeding for drawing release.",,As per COE & VA Remark we are closing this ORC.,,,Step 7,04-Mar-2021 11:19,04-Mar-2021 11:19,04-Mar-2021 14:01,29-Mar-2021 21:45,30-Mar-2021 09:44,,07-Apr-2021 18:41,26,34,As per COE & VA Remark we are closing this ORC.
Regular,4,Non Warrantable,Build,16-04-2021 12:00:00 AM,"IN YUV NXT EXPORT TRACTOR BUILD, WASHER REQUIRED FOR FENDER MOUNTING BOLT BETWEEN FENDER TO ROPS.",NA,Rear-System,FENDER ASSEMBLY-FD0407,Between bolt and fender washer need to be added to improve the contact area.  008008691C1- WASHER PLAIN G8.5X20X2,,Based on COE Feedback with attached mail ORC is closed.,,,Step 7,17-May-2021 23:38,18-May-2021 02:03,19-May-2021 13:17,25-Jun-2021 14:09,25-Jun-2021 14:15,,15-Jul-2021 10:19,39,59,Based on COE Feedback with attached mail ORC is closed.
Regular,4,Non Warrantable,Track,23-Dec-2020 17:52,HSU to Power steering cylinder pipe adaptor nut loosen in LH Side,HSU to Power steering cylinder pipe adaptor nut loosen in LH Side,Hydraulic,HYDRAULIC LINES-FD0310,"Only 1 adaptor out of 4 got loosen. Initial and final torque to confirmed.
Test to be continued after retorquening.",,Based on COE remarks Orc has been Closed - No Abnormality after Tightening,,,Step 7,30-Dec-2020 17:54,30-Dec-2020 17:55,31-Dec-2020 13:06,13-Jan-2021 10:51,19-Jan-2021 21:17,,28-Jan-2021 17:22,20,29,Based on COE remarks Orc has been Closed - No Abnormality after Tightening
Regular,3,Warrantable,Build,3-Mar-2021 11:3,No bracket Provision to assemble the Voltage suppressor unit. (Tied with cable tie),No bracket Provision to assemble the Voltage suppressor unit. (Tied with cable tie),Electrical,,Excess length observed due to speed sensor pigtail length is more.,,As per COE & VA Remark we are closing this ORC.,,,Step 7,04-Mar-2021 11:12,04-Mar-2021 11:12,04-Mar-2021 14:05,12-Mar-2021 09:26,18-Mar-2021 20:01,,30-Mar-2021 11:04,14,26,As per COE & VA Remark we are closing this ORC.
Regular,5,,Track,20-Jan-2021 15:59,RH Front Combination lamp Park lamp is not glowing after RC test ( Indicator Working),RH Front Combination lamp Park lamp is not glowing after RC test ( Indicator Working) - Pic Attached,Electrical,,,,-,,,Obsolete,25-Jan-2021 16:03,25-Jan-2021 16:03,28-Jan-2021 18:32,,,,,,,Repeat Orc hence Obsoluted
Regular,7,,LAB,9-Jul-2021 13:27,"YUV NXT -27HP PAN INDIA Lower link, 1st & 2nd sample failed at Axial load case.",,,,,,-,,,Setp1,12-Jul-2021 13:36,,,,,,,,,
Regular,5,Non Warrantable,Build,1-Oct-2020 12:24,Unable to assemble LH side P&T lamp mounting bracket due to fouling with pressure pipe.,Unable to assemble LH side P&T lamp mounting bracket due to fouling with pressure pipe.,Frontal-System,BRACKETORIES-FD0409,No design issue. it is process issue. Refer recommeded SOp foloowed in plant. no issues in plant,,As per COE remarks ORC is closed.,,,Step 7,19-Oct-2020 12:24,19-Oct-2020 12:24,19-Oct-2020 18:27,06-Nov-2020 11:13,03-Dec-2020 20:14,,05-Dec-2020 14:02,45,47,
Regular,4,Non Warrantable,Tear-Down,28-Dec-2020 18:8,"In 28hp field validation  tractor, during teardown we observed rust in silencer guard.","In 28hp field validation  tractor, during teardown we observed rust in silencer guard.",Engine-Integration,EXHAUST SYSTEM-FD060101,"Heat resistant black powder coating as per FE-G-00-0665 is specifed for this silencer assembly, guard inline with all other production silencer, tail pipe assemblies. So, no issue anticipated in design and improper coating might be causing rust.",,Based on COE leader & VA remarks we are closing this ORC,,,Step 7,29-Dec-2020 18:10,29-Dec-2020 18:10,30-Dec-2020 09:59,05-Jan-2021 17:53,06-Jan-2021 19:57,,05-Feb-2021 09:30,8,38,Based on COE leader & VA remarks we are closing this ORC
Regular,5,Non Warrantable,Build,16-04-2021 12:00:00 AM,"IN YUV NXT EXPORT TRACTOR BUILD, AUX VALVE SUB ASSEMBLY NOT AVAILABLE IN EBOM",NA,Hydraulic,,AUX. VALVE ASSY IS AVAILABLE IN YUDIHYAVA0001. E-BOM TO BE CORRECTED BY VA/E-BOM TEAM,,As per COE comment EBOM updated. hence we are closing this ORC,,,Step 7,17-May-2021 23:52,18-May-2021 02:26,19-May-2021 12:12,28-May-2021 09:45,15-Jun-2021 17:16,,21-Jun-2021 12:21,29,35,As per COE comment EBOM updated. hence we are closing this ORC
Regular,5,Warrantable,Build,1-Oct-2020 12:19,Clutch switch provision available in floor panel but part not available in BOM.,Clutch switch provision available in floor panel but part not available in BOM.,Electrical,,BOM corrected as per spec. change,,As per COE & VA Clutch Switch is not required in this model & EBOM is updated. hence we are closing the ORC.,,,Step 7,19-Oct-2020 12:19,19-Oct-2020 12:19,19-Oct-2020 18:08,20-Oct-2020 11:32,30-Oct-2020 20:16,,03-Nov-2020 15:33,11,15,As per COE & VA Clutch Switch is not required in this model & EBOM is updated. hence we are closing the ORC.
Regular,7,Non Warrantable,Track,24-Dec-2020 17:54,Oil leakage observed from engine blow-by Pipe after 50 cycles on RC Test on YNXT 28 HP Tractor,Oil leakage observed from engine blow-by Pipe,Engine,,There is no blockge observed in oil blowby wire mesh. The oil droplets from the blowby pipe is because of oil vapour and is a normal phenomenon. However field testing team has been informed to quantify the oil coming out for the remaining cycles. This ORC to be closed.,,Based on COE Remarks Orc has been Closed - Collected oil sample Handled over to Engine Team,,,Step 7,28-Dec-2020 17:59,28-Dec-2020 18:00,31-Dec-2020 13:28,13-Jan-2021 16:45,19-Jan-2021 20:03,,28-Jan-2021 17:27,22,31,Based on COE Remarks Orc has been Closed - Collected oil sample Handled over to Engine Team
Regular,6,Non Warrantable,Build,1-Oct-2020 17:38,Unable to measure the specifications of tractor due to non-availability PS chart  (not available in Teamcenter),Unable to measure the specifications of tractor due to non-availability PS chart  (not available in Teamcenter),Vehicle-Architect,,PS chart is made available in pdf and shared.,,PDF shared,,,Step 7,19-Oct-2020 17:39,19-Oct-2020 17:39,20-Oct-2020 18:52,30-Oct-2020 20:55,30-Oct-2020 20:59,,11-Nov-2020 18:40,11,23,PDF shared
Regular,3,Warrantable,Build,3-Mar-2021 11:3,Front wiring harness excess in length & mounting tie clip not in correct position in harness to clamp.,Front wiring harness excess in length & mounting tie clip not in correct position in harness to clamp.,Electrical,,"For RPT tractors, mounting provision is not planned. Hence Cable tie used for holding the Voltage suppressor.",,As per COE & VA Remark we are closing this ORC.,,,Step 7,04-Mar-2021 11:15,04-Mar-2021 11:15,04-Mar-2021 14:03,12-Mar-2021 09:24,18-Mar-2021 20:09,,30-Mar-2021 11:16,14,26,As per COE & VA Remark we are closing this ORC.
Regular,7,Non Warrantable,Track,21-Sep-2020 18:54,"During lead lag test we have observed 5.5 % Lead, It's not meeting the acceptance criteria. (Accepatance criteria: 0 to 5%)","During lead lag test we have observed 5.5 % Lead, It's not meeting the acceptance criteria. (Accepatance criteria: 0 to 5%)",Tractor-System,WHEEL ASSEMBLY,"Increase in lead of 0.5 % is not signification and hence is acceptable.
Hence pl. close this ORC",,"As per COE Remarks , Orc has been Closed",,,Step 7,29-Sep-2020 18:55,29-Sep-2020 18:55,03-Oct-2020 15:48,06-Oct-2020 13:14,30-Oct-2020 20:42,,04-Nov-2020 10:54,31,36,"As per COE Remarks , Orc has been Closed"
Regular,8,,Field,29-09-2020 12:00:00 AM,"1. DIFFICULTY IN IMPLEMENT (ROTAVATOR SPAN – 540MM) ATTACHMENT WITH TRACTOR & NO CHECK CHAIN SWAY OBSERVED AFTER ATTACHING THE IMPLEMENT WITH CHECK CHAIN FULLY LOOSENED CONDITION.2. WHILE LIFTING THE IMPLEMENT, FULLY LIFTING CONDITION ROTAVATOR PROPELLER SHAFT COMES OUT FROM ITS POSITION.","As per Tractor configuration CAT 1  lower link is not suitable for the rotavator span length. (Applitrac supplied rotavator), there is no concern with CAT 1 N lower link for rotavator attachment. Refer the attached video.",Hydraulic,,,,-,,,Obsolete,01-Oct-2020 09:58,01-Oct-2020 13:34,04-Oct-2020 17:28,,,,,,,"As per COE & PEH confirmation, CAT 1 lower link not suitable for CAT 1 N Implements. ORC Obsolete"
Regular,6,Warrantable,Build,1-Oct-2020 12:28,Cluster fluctuation observed in high idle RPM,Cluster fluctuation observed in high idle RPM,Electrical,,,,"As per COE mail reference we are closing the ORC, pls refer attached mail snap.",,,Step 7,19-Oct-2020 12:28,19-Oct-2020 12:28,19-Oct-2020 18:33,01-Dec-2020 16:56,07-Dec-2020 20:15,,08-Apr-2021 11:41,49,171,"As per COE mail reference we are closing the ORC, pls refer attached mail snap."
Regular,5,Non Warrantable,Track,27-Dec-2020 12:45,Radiator cowl got crack in RH Side after completion 160 cycles on RC test track.,Radiator cowl got crack in RH Side after completion 160 cycles on RC test track.,Engine-Integration,COOLING SYSTEM-FD060104,"Radiator Assembly fitted in the tractor is proto part (FRP shroud) and not intended for durability test. Production intended tooled up part will be injection moulded inline with current production models, no issue anticipated. Repeat ORC - To be linked with ORC-YUD1-20-000429.",,Based on COE Remarks Orc has been Closed,,,Step 7,25-Jan-2021 12:48,25-Jan-2021 12:48,25-Jan-2021 18:02,29-Jan-2021 10:57,01-Feb-2021 11:41,,04-Feb-2021 14:37,7,10,Based on COE Remarks Orc has been Closed
Regular,6,Non Warrantable,Field,19-09-2020 12:00:00 AM,"Y-NXT 28 HP 4WD TRACTOR, DURING COLD STARTING WHITE SMOKE OBSERVED AT FULL THROTTLE.",AMBIENT TEMP  22 TO 24 DEGREE C.,Engine,FUEL INJECTION SYSTEM-FD0111,"FIE & HPP used similar to 24 HP. White smoke will be observed similar to 24 HP.
We need to check the white smoke with the vehicle in low gear for evaluation
25 Tractor engines need to be checked in Rajkot with current White Smoke check process
Same topic has been discussed with Quality & COE Head for clsoure","FIE & HPP used similar to 24 HP. White smoke will be observed similar to 24 HP.
We need to check the white smoke with the vehicle in low gear for evaluation
25 Tractor engines need to be checked in Rajkot with current White Smoke check process
Same topic has been discussed with Quality & COE Head for clsoure","As per COE & VA confirmation, ORC closed.",,,Step 7,21-Sep-2020 10:44,21-Sep-2020 15:31,22-Sep-2020 22:55,08-Dec-2020 10:34,08-Dec-2020 13:22,,12-Dec-2020 15:00,78,82,
Regular,5,,Field,06-10-2020 12:00:00 AM,Y-NXT 28 HP 4WD TRACTOR GEAR SHIFTING IS HARD.,"As per COE confirmation, ORC obsolete",Transmission,,,,-,,,Obsolete,07-Oct-2020 11:12,07-Oct-2020 13:35,07-Oct-2020 20:58,,,,,,,"As per COE confirmation, ORC obsolete"
Regular,5,Non Warrantable,Build,16-04-2021 12:00:00 AM,"IN YUV NXT EXPORT TRACTOR BUILD, VERY LESS GAP OBSERVED BETWEEN RETURN LINE AND HSU PRESSURE PIPE.",NA,Hydraulic,HYDRAULIC LINES-FD0310,DUE TO EXCEESS HOSE LENGTH IT IS HAVING LESS GAP WITH RETURN LINE PIPE,PIPE AND HOSE ROUTING MODIFIED TO CLEAR THE FOULING ISSUE,As per COE comment there is no change in design. Hence we are closing this ORC,,,Step 6,17-May-2021 23:46,18-May-2021 02:18,19-May-2021 12:35,28-May-2021 10:08,31-May-2021 11:55,16-Jun-2021 16:44,,14,,As per COE comment there is no change in design. Hence we are closing this ORC
Regular,6,,Track,23-Jan-2021 13:4,Coolant lekage observed from radiator to  thermostate hose pipe joint.,Coolant leakage observed from radiator to  thermostate hose pipe joint.,Engine-Integration,COOLING SYSTEM-FD060104,"Details of leak area is not clear in attached photo. When discussed with B&V team, issue is found in one tractor only and that issue could not be observed after tear down. As sufficient details are not available and issue is not clear, ORC being rejected.",,-,,,Obsolete,16-Feb-2021 13:04,16-Feb-2021 13:05,17-Feb-2021 19:09,,,,,,,Based on COE remarks Orc has been Obsoleted
Regular,5,Warrantable,Field,12-10-2020 12:00:00 AM,28 HP 4WD TRACTOR OIL SEEPAGE OBSERVED FROM SPEED HOUSING TOP COVER PLATE NEAR TO DIPSTICK AREA.,Refer the attached photo in team centre.,Transmission,,"?	Carry forwarded from current production tractor
?	As per CPH Concurrence, No scope to work on existing parts, Refer attached mail as per Engg. Review
?	Moreover, no issues in current production.
?	Hence, ORC to be closed",,"As per COE confirmation, ORC closed.",,,Step 7,13-Oct-2020 14:52,14-Oct-2020 01:31,15-Oct-2020 14:07,09-Nov-2020 18:26,30-Nov-2020 21:13,,02-Dec-2020 09:32,48,50,
Regular,8,Non Warrantable,Track,20-Jan-2021 16:4,oil seepage observed from Power steering cylinder pipe banjo bolt on RC test track tractor.,oil seepage observed from Power steering cylinder pipe banjo bolt on RC test track tractor.,Hydraulic,,"Small dent mark observed on the copper washer,OK part to be assembled with  (value) torque as per Torque chart. This is carry forward design from Yuvraj 215, Yuvran NXT 24 hp etc. no issue reported from field till date.",,Based on COE Comments - Orc Has been Closed - Regular parts,,,Step 7,25-Jan-2021 16:07,25-Jan-2021 16:07,28-Jan-2021 18:14,08-Feb-2021 12:01,09-Feb-2021 15:33,,11-Feb-2021 18:15,15,17,Based on COE Comments - Orc Has been Closed - Regular parts
Regular,8,Non Warrantable,Track,11-Nov-2020 18:11,Diesel leakage observed from open & close valve.,Fuel leakage observed From Fuel Line open Close tap Valve.,Engine-Integration,,,,Close based on COE Remarks Need Improved part for Validation,,,Step 7,18-Nov-2020 18:16,18-Nov-2020 18:16,24-Nov-2020 12:26,08-Dec-2020 19:03,14-Dec-2020 14:33,,22-Dec-2020 12:45,26,34,Close based on COE Remarks Need Improved part for Validation
Regular,5,Non Warrantable,Build,1-Oct-2020 16:40,Air intake hose length is short which connects air cleaner to air intake manifold.,Air intake hose length is short which connects air cleaner to air intake manifold.,Engine-Integration,AIR INTAKE SYSTEM-FD060102,"As discussed with build team, they are facing difficulty in assembly of hose due to short length / less flexibility . But hose length can't be increased due to lay out constraints and only the assembly sequence can be modified as given below.
1)	Hose needs to be inserted on engine
2)	Air Cleaner needs to be inserted on hose ( Air Cleaner should not be strapped on the bracket)
3)	After inserting the air cleaner on the hose, air cleaner needs to be properly seated on the bracket and strapped",,Assembled as per COE given sequence & fitment found ok.,,,Step 7,10-Oct-2020 16:41,10-Oct-2020 16:41,10-Oct-2020 17:39,22-Oct-2020 15:04,14-Dec-2020 14:39,,15-Dec-2020 10:51,65,66,Assembled as per COE given sequence & fitment found ok.
Regular,7,Warrantable,Tear-Down,23-Feb-2021 11:24,"In YNXT 28 hp transmission gear train endurance test, after 295.75 hours during teardown we observed speed housing drive shaft shield bearing failed. (Cage broken, all balls came out & pitting mark observed inner race of the bearing)","In YNXT 28 hp transmission gear train endurance test, after 295.75 hours during teardown we observed speed housing drive shaft shield bearing failed. (Cage broken, all balls came out & pitting mark observed inner race of the bearing)",Transmission,,"As per failed part analysis done by supplier, the load conditions of hte bearing are ok. Life also ok. Bearing failed due to contamination.",,As per COE Feedback we are closing ORC,,,Step 7,23-Feb-2021 11:36,23-Feb-2021 11:36,23-Feb-2021 11:51,28-May-2021 16:03,31-May-2021 12:01,,09-Jun-2021 11:28,97,106,As per COE Feedback we are closing ORC
Regular,3,Non Warrantable,Build,3-Mar-2021 11:3,Hand accelerator cable got bend & ferul also damaged due to fouling with fuel tank mounting bracket.,Hand accelerator cable got bend & ferul also damaged due to fouling with fuel tank mounting bracket.,Linkage-System,,"Outer ferul which is a protecting element of outer cable got bend. This doesnot impact the outer cable and hand acc function. No functional issue. However to improve the same, cable drawing will be updated with metal pipe as a part of running change. Pls close the ORC.",,As per COE feedback with the attached mail reference we are closing the ORC,,,Step 7,04-Mar-2021 11:26,04-Mar-2021 11:26,04-Mar-2021 13:59,08-Mar-2021 15:08,15-Mar-2021 21:17,,25-May-2021 10:04,11,82,As per COE feedback with the attached mail reference we are closing the ORC
Regular,5,Warrantable,Tear-Down,28-Dec-2020 18:13,"In YNXT 28 hp  field validation tractor,during teardown we observed plough lamp & switch found in  damaged condition.","In YNXT 28 hp  field validation tractor,during teardown we observed plough lamp & switch found in  damaged condition.",Electrical,ELECTRICAL AGGREGATE,Installation is same as existing Jivo 24 HP and Jivo 245 refresh models. Request B&V to monitor this observation on further test hours by fastening with required torque again.,,"As discussed with field team,this is Due to some external damage. so we are closing this ORC",,,Step 7,29-Dec-2020 18:14,29-Dec-2020 18:14,30-Dec-2020 10:00,06-Jan-2021 09:17,08-Jan-2021 11:00,,18-Jan-2021 16:27,10,20,"As discussed with field team,this is Due to some external damage. so we are closing this ORC"
Regular,9,Warrantable,Track,20-Jan-2021 14:36,RH Front Combination lamp Park lamp is not glowing after RC test ( Indicator Working),RH Front Combination lamp Park lamp is not glowing after RC test ( Indicator Working) - Pic Attached,Electrical,,The part has been sent to supplier for analysis. We have attached the supplier analysis report. Since the part is common in all models and carry over in exisiting platforms. the issue has been reported in one tractor. However we have analysed the issue and the report has been attached.,,Based on COE Remarks orc has been Closed - No Revalidation Part Provided,,,Step 7,25-Jan-2021 14:37,25-Jan-2021 14:37,28-Jan-2021 18:35,09-Feb-2021 12:48,15-Feb-2021 15:47,,16-Feb-2021 13:12,21,22,Based on COE Remarks orc has been Closed - No Revalidation Part Provided
Regular,5,Non Warrantable,Track,27-Dec-2020 12:50,feed pump  is fouling with Hood assembly observed 160 cycles on RC test track.,feed pump  is fouling with Hood assembly observed 160 cycles on RC test track.,Engine,,"The feed pump fouling with hood is not observed in the 235 JIVO 24 hp refresh tractors and 8 tractors of JIVO 27 hp has been produced so far and the issue is related to part non-conformance of sheet metal.
This ORC has been discussed and in agreement with PEH, the ORC is being approved in system.",,Based on COE Remarks Orc has been Closed (Part Non Confirmance),,,Step 7,25-Jan-2021 12:51,25-Jan-2021 12:52,25-Jan-2021 18:04,04-Feb-2021 18:42,10-Feb-2021 18:12,,15-Feb-2021 14:15,16,21,Based on COE Remarks Orc has been Closed (Part Non Confirmance)
Regular,5,Non Warrantable,Build,1-Oct-2020 16:45,Paint peel off noticed in fender console during setting of stopper in PC DC lever.,Paint peel off noticed in fender console during setting of stopper in PC DC lever.,Hydraulic,HYDRAULIC LINES,Due to moving contact with 2 metal parts paint peel off is happening,Rubber pad added to avoid metal contact,Found Ok in plant tractor.,,,Step 6,10-Oct-2020 16:45,10-Oct-2020 16:46,10-Oct-2020 17:36,02-Nov-2020 17:10,02-Nov-2020 17:11,03-Nov-2020 16:08,,23,,Found Ok in plant tractor.